,item_name,item_area,item_avg_rating,item_spec_area,user_name,user_tot_avg_rating,user_tot_rating_num,user_tot_follow_num,user_rating,user_query,taste,price,service,menu,date
10,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
햇살가득이
",4.7,365,7,4.5점,그냥 생각나서 왔는데 웨이팅 했어요. 부산에서 먹은 국밥 중에 무난하게 가장 맛있었던 거 같아요.        ,맛: 좋음,가격: 만족,응대: 좋음,항정국밥,3월 12일
11,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
minin
",4.8,4,0,5점,"주말 밤 11시쯤 방문했는데도 30분정도 웨이팅이있어요 12시는 되어야 웨이팅없어집니다 항정국밥 고기 양 정말많고 맛있는데 기름이 많은 부위이다보니 마지막엔 조금 느끼해요
수육은 따듯하고 부드럽고 맛있고 순대도맛있어요 근제 여기는 김치가 미쳣습니다 묵은지 깍두기 겉절이 세종류나오는데 다맛있어요 묵은지가 특히 맛있음        ",맛: 좋음,가격: 보통,응대: 보통,"항정국밥, 맛보기수육, 맛보기순대",2025년 2월 18일
12,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
masitsum
",4.4,85,0,4.5점,"수변최고돼지국밥 민락본점이제는 웨이팅을 무려 두세시간 해야하는 곳이지만
그만큼 진짜 맛있다죠…진하고 뽀얀 국물이라 개인적으로
항정국밥보다는 고기국밥을 추천해요
국물만으로 충분히 느끼합니다다른지점도 가봤는데 본점을 따라오는곳이
단 한곳도 없었어요
어차피 수변최고돼지국밥을 가겠다 마음먹었다면
꼭 본점으로 가시길 추천합니다        ",맛: 좋음,가격: 만족,응대: 좋음,고기국밥,2025년 3월 20일
13,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
으냐냐
",4.2,126,1,4점,"주차는 바로앞 공영주차장에 주차가능
나름 아침시간이라 웨이팅 별로 없을줄알았는데 40분정도 기다림
고기 먹어도먹어도 안 줄고 김치 맛있음
다만 고기가 항정살이여서인지 조금 느끼함        ",맛: 좋음,가격: 보통,응대: 보통,항정국밥,2025년 10월 9일
14,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
choux malin
",4.4,192,11,5점,"부산에서 한끼를 먹는다면
바로 여기국밥이 진짜 달라요
뭐가 다른지 진짜 궁금한데
너무 맛있고 고소하고 완전 웨이팅 맛집
테이블링으로 웨이팅해놓고 가세요        ",맛: 좋음,가격: 만족,응대: 좋음,"항정국밥, 고기국밥",2024년 12월 23일
15,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
배항규
",5.0,4,0,5점,"국밥 다데기가 넣어져서 나와요
항정국밥은 기름기가 매우 많아서 다데기를 넣는 것이 좋아요
맛있어요        ",맛: 좋음,가격: 보통,응대: 보통,항정국밥,2025년 5월 16일
16,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
술취한코끼리
",3.9,567,9,5점,"후기도 좋고 웨이팅도 길다고 소문난 그 수변최고돼지국밥. 평일 아침에 가니 웨이팅은 없었지만 자리는 꾸준히 차고 비워졌음. 아침부터 해장술 때리는 테이블도 꽤 있음ㅋㅋ 유명인들 사인이 벽을 꽉 채우고 있었고, 왜 그렇게 많은 사람들이 와서 먹었는지 이해되는 맛이었음. 항정살이 들어있는 돼지국밥은 맛있는 메뉴를 맛있는 재료로 한 느낌. 맛보기수육에는 순대가 두 알 함께 나와 맛볼 수 있었음. 술을 곁들이지 않는다면 맛보기수육은 굳이 고려하지 않아도 되는 선택지. 순대는 그냥저냥.        ",맛: 좋음,가격: 만족,응대: 보통,"항정국밥, 맛보기수육",2024년 8월 7일
17,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
쿠헐
",3.9,56,0,5점,"눅진한 국물이 일품인 진한 돼지국밥집
사람이 많아서 먹기 힘든게 단점        ",맛: 좋음,가격: 만족,응대: 좋음,순대+고기국밥,2025년 12월 16일
18,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
배부른라따뚜이
",4.7,201,2,3점,"부산여행가서 부산의 돼지국밥을 먹어보자! 하고 방문했는데
그냥 일반 프렌차이즈맛이었어요 
부산만의 특별한 돼지국밥맛은 아니였고
전형적인 관광객들이 찾는맛,심지어 웨이팅이 어플로 10시쯤 웨이팅해서 12시쯤 들어갔고,
이후 방문하시는 분들은 한 3시간은 기다리셔야했던것 같아요 이정도로 기다릴맛은 아니었어요 ;        ",맛: 좋음,가격: 보통,응대: 보통,항정수백,2025년 4월 11일
19,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
또치서
",4.5,70,0,5점,웨이팅이 무려 2시간 넘게 걸렸지만 맛은 진짜 있어요!! 특히 순대 존맛!! 국밥인데 설렁탕같고 진짜 맛있어요        ,맛: 좋음,가격: 만족,응대: 좋음,순대+고기국밥,2025년 9월 16일
20,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
쭌영
",4.2,77,0,4점,본점이 맛있다길래 일부러 왔는데 맛있었습니다 혼밥도 가능        ,맛: 좋음,가격: 보통,응대: 보통,항정국밥,2월 10일
21,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
행쿼
",4.7,180,0,5점,캐치테이블로 꼭 예약하고 가세요! 웨이팅이 많지만 국밥이 푸짐해서 좋아요!        ,맛: 좋음,가격: 만족,응대: 좋음,"섞어국밥, 순대+고기국밥",2025년 10월 26일
22,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
소엘
",3.8,261,1,4점,항정국밥 처음 먹어봤는데 생각보다 부드럽고 맛있음 부산오면 먹어볼만함        ,맛: 좋음,가격: 보통,응대: 좋음,항정국밥,1월 3일
23,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
짱구구구
",3.6,97,0,3점,항정은 엄청 부드럽고 맛있고 양도 많아요 그런데 국물이 좀 연해요        ,맛: 부족,가격: 보통,응대: 보통,항정국밥,3월 3일
